category,source,target,expected_sha256,actual_sha256,exists,result
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/BadgeWall.jsx,76a951d549cccd56ee361b0926f1c2d4c6e6e39aa1d66ab887158a932d75aa4a,76a951d549cccd56ee361b0926f1c2d4c6e6e39aa1d66ab887158a932d75aa4a,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/EthicalReflectionBox.jsx,3cef37afdc7452c76f97ff7219e4fc6eed0d88aef6467e8d3383f66e70d9a705,3cef37afdc7452c76f97ff7219e4fc6eed0d88aef6467e8d3383f66e70d9a705,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/ExportImportPanel.jsx,cd845f2c04e478a3162daa52a07ca998dd5e277c59edf0631d36a1b71e54cb41,cd845f2c04e478a3162daa52a07ca998dd5e277c59edf0631d36a1b71e54cb41,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/FinalSubmissionPanel.jsx,ed4e2b85d4819fdbef827cc142f24b9402a6559b212daa7dbb6bee64c24324f0,ed4e2b85d4819fdbef827cc142f24b9402a6559b212daa7dbb6bee64c24324f0,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/GlossaryView.jsx,fc28e58ad2ad9b75ad6c74fadc938d7583d3af361a5f01d40c89321b78626ff4,fc28e58ad2ad9b75ad6c74fadc938d7583d3af361a5f01d40c89321b78626ff4,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/GroupDashboard.jsx,49ac2d5f114b5ad81172cb1b64909e0240b4a1187818a64a5c76d1519910627b,49ac2d5f114b5ad81172cb1b64909e0240b4a1187818a64a5c76d1519910627b,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/LudicActivityWidget.jsx,7404a491254440dd7aad1d50a1e62dd8988fcb62e8f299bf38fc24fc560028b3,7404a491254440dd7aad1d50a1e62dd8988fcb62e8f299bf38fc24fc560028b3,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/MentorAvatarCard.jsx,15d846820a8e5191098ef7519d7f7b1f915c9a4bcdc32d3dc0f5da7b67e097be,15d846820a8e5191098ef7519d7f7b1f915c9a4bcdc32d3dc0f5da7b67e097be,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/MissionCard.jsx,79c979fbd43799f27fb635441be21ee4ccd08c4b8d171f06a97b6695ed24eba7,79c979fbd43799f27fb635441be21ee4ccd08c4b8d171f06a97b6695ed24eba7,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/MissionMap.jsx,780c146d894a2338a369706286fe34107d1e0d8f9ac33b5298fd972d3a51809c,780c146d894a2338a369706286fe34107d1e0d8f9ac33b5298fd972d3a51809c,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/MissionView.jsx,73cc66161250b136924949954b86007520ecb0cf6a67a378663e4efc57d4f5a9,73cc66161250b136924949954b86007520ecb0cf6a67a378663e4efc57d4f5a9,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/PortfolioPanel.jsx,39e3a8b7f770274eb504824c22d688be3e00903695aa25689f4f6e8cefbb61e9,39e3a8b7f770274eb504824c22d688be3e00903695aa25689f4f6e8cefbb61e9,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/StudentDashboard.jsx,4839e3846d26353fea9bacde4ac4806a247d91a271ca700f093e07d8ca90afe7,4839e3846d26353fea9bacde4ac4806a247d91a271ca700f093e07d8ca90afe7,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/SuggestedPromptBox.jsx,2e9c8315e7300ae63f234467732b6e7b3b6919a463a2e87bf4badc95c38141ae,2e9c8315e7300ae63f234467732b6e7b3b6919a463a2e87bf4badc95c38141ae,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/ToolBoard.jsx,c0ae86c38e4e528ec355d1af760217d7944128a58b3183db7ae73b0b9c5b67c1,c0ae86c38e4e528ec355d1af760217d7944128a58b3183db7ae73b0b9c5b67c1,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/ToolCategoryView.jsx,8e4873bab2363d17f9c5f869178c5b0989a27b8ca4db064780e559017cac08dd,8e4873bab2363d17f9c5f869178c5b0989a27b8ca4db064780e559017cac08dd,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/data/badges.json,821aacb0ef4c2d2312af9028b0081f605215370aaaf2fc347c019fc07ffd6fd5,821aacb0ef4c2d2312af9028b0081f605215370aaaf2fc347c019fc07ffd6fd5,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/data/competencies.json,3367316a7bf60dcb1c8b826aeec22c928110f20e8ce226a44c32071cb24b2a10,3367316a7bf60dcb1c8b826aeec22c928110f20e8ce226a44c32071cb24b2a10,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/data/glossary.json,95030168a965497dbcd6ca50f9a007a13a2f830ec4c4f5768bd4bb7884b7b3fc,95030168a965497dbcd6ca50f9a007a13a2f830ec4c4f5768bd4bb7884b7b3fc,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/data/sessions.json,c727caaf5ced709cf110fbf31c5e17cae24eeb2a6040c8f7931b5258948b239f,c727caaf5ced709cf110fbf31c5e17cae24eeb2a6040c8f7931b5258948b239f,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/data/tools.json,83e3fb76c142f8c4dd370f2703940e5b690ddc8e4a4e4832b7950e8e1048f354,83e3fb76c142f8c4dd370f2703940e5b690ddc8e4a4e4832b7950e8e1048f354,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/main.jsx,80bb7f847185bc1a94d3adba79d20c556964519e859171eefa5145aa7e4e4f63,80bb7f847185bc1a94d3adba79d20c556964519e859171eefa5145aa7e4e4f63,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/styles/global.css,06038a001176be395c51c4e424ec04e39fa9fd688858d2686b369310e5755f2b,06038a001176be395c51c4e424ec04e39fa9fd688858d2686b369310e5755f2b,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/templates/defaultGroupProgress.js,f78ff98f9508fb0a9711669387b4b06cf64da4ae7a106e93ed154dd18976fa7a,f78ff98f9508fb0a9711669387b4b06cf64da4ae7a106e93ed154dd18976fa7a,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/templates/defaultProgress.js,3a1e34ffacba4cf4c388d61c36014e5d24c12d7c7f766ef052908068958be607,3a1e34ffacba4cf4c388d61c36014e5d24c12d7c7f766ef052908068958be607,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/utils/exportImport.js,1ce33b901644e5befddbc40d249562503a3ba2754d13b84835e52b7cec42ad0e,1ce33b901644e5befddbc40d249562503a3ba2754d13b84835e52b7cec42ad0e,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/utils/finalSubmission.js,e462d80d804590bb5b8e5892426d34adcba5d59b4d54a8af09efbe94b89a0709,e462d80d804590bb5b8e5892426d34adcba5d59b4d54a8af09efbe94b89a0709,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/utils/groupImport.js,4071d682240712ba3df4a7f2b2b180dbf45b5640d539df9656a719f07c4aaef9,4071d682240712ba3df4a7f2b2b180dbf45b5640d539df9656a719f07c4aaef9,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/utils/localStorage.js,51b0ec25e5679b44792ddaafdab371ac99e702a31f207e9ab6b14894bb9fcdd0,51b0ec25e5679b44792ddaafdab371ac99e702a31f207e9ab6b14894bb9fcdd0,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/utils/portfolio.js,561f6186a8727a3956a54557f5466e634b272a3f0355df8b9747df849a74ee3a,561f6186a8727a3956a54557f5466e634b272a3f0355df8b9747df849a74ee3a,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/utils/progress.js,61058233fed798f18d0804a9b250d1813eec189f59d4138f1bc3cc5d6bb8d3cc,61058233fed798f18d0804a9b250d1813eec189f59d4138f1bc3cc5d6bb8d3cc,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/utils/validation.js,c8af3a9e78669259fdba1ea8d5b47ae061f6d18c0d832379017f2071f0bdaba7,c8af3a9e78669259fdba1ea8d5b47ae061f6d18c0d832379017f2071f0bdaba7,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/vite.config.js,8eba92abafb45f5314480c46019131f665acd2a78a1f8ee77efd1a56ab2d0353,8eba92abafb45f5314480c46019131f665acd2a78a1f8ee77efd1a56ab2d0353,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Versiones_Reemplazadas/README.md,46599cc2f70f778ac13ba6cd320d33c5da9ce22693a3e0fb550e313db8536f60,46599cc2f70f778ac13ba6cd320d33c5da9ce22693a3e0fb550e313db8536f60,yes,PASS
C8_ARCHIVE,99_ARCHIVO_HISTORICO/Manifiestos/Inventario_Archivo_Historico_C8_AI_StoryLab_1.csv,99_ARCHIVO_HISTORICO/Wiki_Archivada/README.md,ecc72fd96faf2664b5c824c91a331d1f0ad4f021674ba54081e8770447c42ff8,ecc72fd96faf2664b5c824c91a331d1f0ad4f021674ba54081e8770447c42ff8,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Bitacora_Capitan/Actualizacion_Bitacora_Capitan_Cierre_Constitucional_v0_4_4.md,bcf0b3fcc330175d4f2b98abcd5a5e16f52db5e2efac0fbe45c72034c0904906,bcf0b3fcc330175d4f2b98abcd5a5e16f52db5e2efac0fbe45c72034c0904906,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Bitacora_Capitan/Actualizacion_Bitacora_Capitan_Mapa_Gates_SDD_Ruta_v1_0_0_AI_StoryLab_1_v0_4_5.md,7899edf98e665281ee53fc9d7a23b3e4a41b22c9798f5390fa3ae74ef59438ce,7899edf98e665281ee53fc9d7a23b3e4a41b22c9798f5390fa3ae74ef59438ce,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Bitacora_Capitan/Actualizacion_Bitacora_Capitan_Modelo_Evolutivo_Specs_por_Gates_AI_StoryLab_1_v0_4_5.md,f9c333c519838b2e613ca0e663aa6ffc9c7b66e032c5ab0a61d6cf639387618f,f9c333c519838b2e613ca0e663aa6ffc9c7b66e032c5ab0a61d6cf639387618f,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Bitacora_Capitan/Bitacora_Capitan_AI_StoryLab_1_v0_4_3.md,c5849f96982cf6641fc7b64b7b1803f975754e72fcf5de5feaf7a24c8c4af63f,c5849f96982cf6641fc7b64b7b1803f975754e72fcf5de5feaf7a24c8c4af63f,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Bitacora_Capitan/Bitacora_Capitan_AI_StoryLab_1_v0_4_4.md,8099648f60be299ffdb8591a8441d99688471e37f2d6f747ca8eda0f3ac057d0,8099648f60be299ffdb8591a8441d99688471e37f2d6f747ca8eda0f3ac057d0,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Bitacora_Capitan/Cierre_Bitacora_Capitan_PR12_Arquitectura_Conceptual_AI_StoryLab.md,107c76b79854355c77e2cbc65d0ba3786b073d77bca155f0ffee00f7d2fca988,107c76b79854355c77e2cbc65d0ba3786b073d77bca155f0ffee00f7d2fca988,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Bitacora_Capitan/Cierre_Bitacora_Capitan_Specs_Nucleo_AI_StoryLab.md,f4bf1cb5a9762e5b942b5885ef2d93b1d3fe48e7b9c803a84a1dca14563e0836,f4bf1cb5a9762e5b942b5885ef2d93b1d3fe48e7b9c803a84a1dca14563e0836,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Bitacora_Capitan/README.md,6c79e48314602d2cab0f9d960d8ede503d76b288d8da56412ccf3628ec1d8166,6c79e48314602d2cab0f9d960d8ede503d76b288d8da56412ccf3628ec1d8166,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Desarrollo_Aplicacion/Desarrollo_Primera_Aplicacion_AI_StoryLab_1_v0_4_3.md,15be41e8c4e5929ed1227aad30dfa158e21842fd471ba24ac00c10a7f58bc73b,15be41e8c4e5929ed1227aad30dfa158e21842fd471ba24ac00c10a7f58bc73b,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Desarrollo_Aplicacion/README.md,51d33d1db4e9c9099b9d9cbe4483418bcc4a043835d130a3d9eeeb620d9e6606,51d33d1db4e9c9099b9d9cbe4483418bcc4a043835d130a3d9eeeb620d9e6606,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Guia_Conocimiento_Comun/README.md,3d2f0ce1581fc767c59b9054b62ef393ed0420ca648d09b6300aedc6c470f0ae,3d2f0ce1581fc767c59b9054b62ef393ed0420ca648d09b6300aedc6c470f0ae,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Guia_Desarrollador/README.md,30382a1f3cf65cae50c5d0f26ab7565028ec4a874b6f478751e1ed9008b7ab90,30382a1f3cf65cae50c5d0f26ab7565028ec4a874b6f478751e1ed9008b7ab90,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Guia_Estudiante/Guia_Estudiante_v0_4_0.md,f9340dc6be5e93024872ee7b4d0ad218b256964f5484dc87d37a65ab696fc5ed,f9340dc6be5e93024872ee7b4d0ad218b256964f5484dc87d37a65ab696fc5ed,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Guia_Estudiante/README.md,ecf249fc67dcaf5caa132fb378b263d199bb5c3625fd218497bdf10109e960d2,ecf249fc67dcaf5caa132fb378b263d199bb5c3625fd218497bdf10109e960d2,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Guia_Facilitador/Guia_Facilitador_v0_4_0.md,86d28de632ac3dfcfdd0f840ddcb9e3b4c65cc5cbf2135df85d979bf8dbc76aa,86d28de632ac3dfcfdd0f840ddcb9e3b4c65cc5cbf2135df85d979bf8dbc76aa,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Guia_Facilitador/README.md,9fc474179442772ffa6d5361a62f9af87c94c3af26ec617a560fa35e622d85f4,9fc474179442772ffa6d5361a62f9af87c94c3af26ec617a560fa35e622d85f4,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Guia_Institucional/README.md,031d69414a7b6088ecddbb023a8b9669188fa16dbe53a11fd2d65a72aca3b7d9,031d69414a7b6088ecddbb023a8b9669188fa16dbe53a11fd2d65a72aca3b7d9,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Guia_Lectura/Guia_Lectura_Wiki_AI_StoryLab_1_v0_4_3.md,15adbad81e86b53a779a472aaf487b5cd7fce4422c82e5e5362a98919c744193,15adbad81e86b53a779a472aaf487b5cd7fce4422c82e5e5362a98919c744193,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Guia_Lectura/README.md,e6f19bedec486d7cb3ee8a77e764e3cc03cdcbb6ef1642775197083ec12be572,e6f19bedec486d7cb3ee8a77e764e3cc03cdcbb6ef1642775197083ec12be572,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Guia_Perfiles/README.md,4b2f455cdc48e5bb89acc1d9fc6c0b42ed159715249e8364888e0641102937c5,4b2f455cdc48e5bb89acc1d9fc6c0b42ed159715249e8364888e0641102937c5,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Guia_Seguridad/README.md,98e5b2841d66ee014f46be017575000b9254f8c320d0878843b38b02cdf71152,98e5b2841d66ee014f46be017575000b9254f8c320d0878843b38b02cdf71152,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Historia_Proyecto/Historia_Proceso_Creacion_AI_StoryLab_1_v0_4_3.md,76eec8b92671d370948bbbd9b9fa31ac267cf8ae478692e6092001807b70f981,76eec8b92671d370948bbbd9b9fa31ac267cf8ae478692e6092001807b70f981,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Historia_Proyecto/README.md,d71d6c89111a2fc04d296c44086010810d51c0d69691de48ac490b7e6634034c,d71d6c89111a2fc04d296c44086010810d51c0d69691de48ac490b7e6634034c,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/Indice_Wiki_Oficial_AI_StoryLab_1_v0_4_3.md,cee45ccb340aee6681ffec1e5cdd5dba2d0f5a246442849c23b94c26651a80f8,cee45ccb340aee6681ffec1e5cdd5dba2d0f5a246442849c23b94c26651a80f8,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/README.md,08e4191cc1ef5365c9160238357475e0f023a588f40e6cae65826386b1245e7e,08e4191cc1ef5365c9160238357475e0f023a588f40e6cae65826386b1245e7e,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/SDD_v0_4_4/Consentimiento_Informado_y_Situado.md,4dde1361641055ef75b7fb7d615f37dfbac61ec05f7e2cb11ad837cc3a9a87dc,4dde1361641055ef75b7fb7d615f37dfbac61ec05f7e2cb11ad837cc3a9a87dc,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/SDD_v0_4_4/Experiencia_Creativa_No_Rigida.md,f3a4bcd3dc546fb43b0e5b6267d7e920905c12fb76e8183257fdec9a015476c6,f3a4bcd3dc546fb43b0e5b6267d7e920905c12fb76e8183257fdec9a015476c6,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/SDD_v0_4_4/Local_First.md,4c98b0cbd4341a9756b9ef510e2ea7b2cf5fdaf279f1e54e52085d7fa17c5f33,4c98b0cbd4341a9756b9ef510e2ea7b2cf5fdaf279f1e54e52085d7fa17c5f33,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/SDD_v0_4_4/POO_Conceptual.md,b5ba81278390f6396eb40d1409dfd2aa38ccd88f282e7a6d6eeb1604d65588cb,b5ba81278390f6396eb40d1409dfd2aa38ccd88f282e7a6d6eeb1604d65588cb,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/SDD_v0_4_4/Que_No_Hace_v0_4_4.md,51f14bb7bf2a792409792c3072c5e932d8dfeec74f4fc38e346363c339085cab,51f14bb7bf2a792409792c3072c5e932d8dfeec74f4fc38e346363c339085cab,yes,PASS
C9_WIKI,21_WIKI_DOCUMENTACION_HUMANA/Indice_Documentacion_Humana_C9_AI_StoryLab_1.csv,21_WIKI_DOCUMENTACION_HUMANA/SDD_v0_4_4/README.md,da5c3dc69920de0aea897fab4be9eab494e67ebefd255157255df2aad01cfbfc,da5c3dc69920de0aea897fab4be9eab494e67ebefd255157255df2aad01cfbfc,yes,PASS
